序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
3294,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,14,臺中市,烏日區,0,1,0,7,1,5,50,4,2,1,5,4,5,7,2,1,5,2,5,1,13,23,2,8,1,1,C03,7,12,1,10,2,11,,23,23,1,21,1,C03,120.635741,24.097294,2
3295,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,15,臺中市,梧棲區,0,0,0,8,,,40,,,,,,,,,,,,,,,16,,,,,B02,,,1,,2,,,16,,1,10,,B02,120.537071,24.251239,3
3296,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,20,臺中市,南區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,3,4,4,2,17,44,3,10,1,1,B03,7,9,1,8,2,2,,44,44,1,22,8,B03,120.654711,24.116178,2
3297,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,27,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.719219,24.176246,3
3298,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,27,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,43,,,,,,,,,,,,,43,,1,22,,,120.717779,24.182371,3
3299,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,28,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.707735,24.199454,3
3300,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,30,臺中市,北屯區,0,1,0,7,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,5,,6,6,1,21,8,B03,120.688271,24.190492,2
3301,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,32,臺中市,北區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,2,1,5,4,4,1,16,23,2,8,3,4,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.694418,24.159898,2
3302,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,32,臺中市,梧棲區,0,2,0,7,1,5,40,14,8,1,5,4,5,7,4,4,1,4,1,2,13,43,2,3,1,1,B03,7,9,1,8,2,5,,43,43,1,3,8,B03,120.527797,24.221923,2
3303,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,33,臺中市,霧峰區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,40,3,10,1,1,B03,7,13,1,8,2,4,,40,40,1,22,9,B03,120.692608,24.066085,2
3304,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,36,臺中市,梧棲區,0,1,0,7,1,5,50,4,22,1,5,4,5,7,1,1,10,5,5,2,17,25,3,10,1,1,A31,7,5,1,1,11,15,,25,25,1,10,8,A31,120.513105,24.227427,2
3305,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,37,臺中市,南屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,4,3,4,2,14,12,3,10,1,1,C03,7,2,1,10,2,13,,12,12,1,22,8,C03,120.650515,24.150786,2
3306,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,40,臺中市,潭子區,0,1,0,8,1,5,60,3,2,1,5,4,5,7,1,1,1,3,4,1,17,7,3,10,1,1,B03,7,8,1,8,2,5,,7,6,1,22,8,B03,120.706099,24.229319,2
3307,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,40,臺中市,北區,0,1,0,7,1,5,50,4,4,1,5,4,5,7,1,1,10,5,5,2,17,19,3,10,1,1,B03,7,1,1,8,2,4,,19,19,1,22,9,B03,120.691798,24.159908,2
3308,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,40,臺中市,大肚區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,2,,B12,120.575749,24.118948,3
3309,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,44,臺中市,東區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,22,8,B03,120.694335,24.144138,2
3310,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,45,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,5,,B03,,,3
3311,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,45,臺中市,南屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,5,2,16,6,3,10,1,1,C03,7,6,1,10,2,12,,6,6,1,22,9,C03,120.648849,24.139858,2
3312,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,46,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,8,2,,,7,7,1,21,,B03,120.670067,24.118229,3
3313,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,50,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,7,,,,,B12,,,1,,2,,,7,,1,22,,B12,120.685152,24.165997,3
3314,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,57,臺中市,西屯區,0,2,0,7,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,19,2,9,1,1,C03,7,1,1,10,2,11,,19,19,1,1,9,C03,120.595177,24.18606,2
3315,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,8,58,臺中市,太平區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,13,,25,25,1,22,8,C03,120.71248,24.133789,2
3316,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,0,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,12,1,3,10,1,1,C03,7,4,1,10,2,12,,1,1,1,4,8,C03,120.719448,24.179896,2
3317,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,2,臺中市,太平區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,1,1,5,5,4,1,16,26,3,10,1,1,B03,7,11,1,8,2,8,,26,26,1,21,8,B03,120.706675,24.159352,2
3318,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,3,臺中市,豐原區,0,2,0,7,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,17,19,2,9,3,4,C03,7,1,1,10,2,14,,19,19,1,22,8,C03,120.728158,24.252052,2
3319,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,10,臺中市,南區,0,2,0,7,1,5,50,15,22,2,5,4,5,7,4,4,10,5,5,2,17,43,2,9,1,1,C03,7,15,1,10,11,15,,43,43,1,22,8,C03,120.652766,24.117995,2
3320,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,12,臺中市,南屯區,0,1,0,7,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,8,1,1,C04,7,9,1,11,2,14,,6,6,1,22,8,C04,120.650645,24.150856,2
3321,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,13,臺中市,龍井區,0,0,0,,,,30,,,,,,,,,,,,,,,18,,,,,B03,,,1,,2,,,18,,1,5,,B03,,,3
3322,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,14,臺中市,北屯區,0,2,0,6,1,5,50,4,1,1,4,4,5,7,2,1,10,5,5,2,16,6,2,9,1,1,B03,7,5,1,8,2,1,,6,6,1,21,8,B03,120.668465,24.196664,2
3323,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,17,臺中市,石岡區,0,1,0,8,1,5,70,14,7,1,5,4,5,7,4,4,1,4,4,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.815844,24.260428,2
3324,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,18,臺中市,南屯區,0,1,0,6,1,5,50,14,7,1,4,4,5,7,4,4,5,4,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,6,,6,6,1,22,9,B03,120.649748,24.149125,2
3325,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,24,臺中市,沙鹿區,0,0,0,,,,50,,,,,,,,,,,,,,,10,,,,,C03,,,1,,9,,,10,,1,22,,C03,120.55762,24.2342,3
3326,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,27,臺中市,大里區,0,0,0,8,1,5,50,5,2,1,5,4,5,7,1,1,5,5,5,1,16,7,,,,,B03,,,1,,2,,,7,7,1,22,,B03,120.689795,24.115143,3
3327,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,30,臺中市,神岡區,0,0,0,6,,,50,,,,,,,,,,,,,,,16,,,,,A41,,,1,,2,,,16,,1,21,,A41,120.673776,24.282106,3
3328,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,32,臺中市,龍井區,0,0,0,,,,60,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,,,3
3329,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,32,臺中市,大甲區,0,1,0,6,1,5,30,3,2,1,4,4,5,7,4,4,3,4,4,1,17,6,3,10,1,1,B02,7,12,1,8,2,15,,6,6,1,22,9,B02,120.616971,24.346265,2
3330,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,34,臺中市,南屯區,0,1,0,7,1,5,50,4,2,1,5,4,5,7,2,1,4,3,4,2,12,23,2,8,1,1,C03,7,9,4,8,2,12,14,23,23,1,22,8,C03,120.635305,24.137394,2
3331,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,42,臺中市,豐原區,0,0,0,,,,50,,,,,,,,,,,,,,,42,,,,,C04,,,1,,2,,,42,,1,22,,C04,,,4
3332,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,46,臺中市,沙鹿區,0,1,0,6,1,5,50,3,1,1,4,4,5,7,1,1,10,5,5,2,17,26,3,10,1,1,B03,7,8,1,8,2,15,,26,26,1,21,8,B03,120.577191,24.225802,2
3333,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,48,臺中市,神岡區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,1,1,5,5,4,1,17,42,3,10,1,1,C03,7,11,1,10,9,15,,26,42,2,22,8,C03,120.667692,24.25749,2
3334,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,50,臺中市,龍井區,0,1,0,6,1,5,70,4,1,1,4,4,4,7,1,1,3,4,4,1,29,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,20,7,C03,120.542494,24.21888,2
3335,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,52,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,,1,22,,B03,120.633266,24.173781,3
3336,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,54,臺中市,北屯區,0,1,0,6,1,5,50,3,1,1,4,4,5,7,1,1,3,4,4,2,18,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,22,8,C03,120.664118,24.185722,2
3337,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,9,59,臺中市,西屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,17,42,3,10,1,1,B01,7,6,1,4,2,3,,44,42,1,21,8,B01,120.647735,24.174205,2
3338,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,0,臺中市,東區,0,0,0,,,,40,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,,1,5,,B03,120.697747,24.138908,3
3339,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,0,臺中市,南屯區,0,1,0,6,1,5,40,3,1,1,4,4,5,7,2,1,10,5,5,2,17,23,2,8,1,1,C03,7,9,1,10,2,14,,23,23,1,22,9,C03,120.635555,24.15,2
3340,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,1,臺中市,太平區,0,1,0,7,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,12,7,3,10,1,1,C03,7,9,1,10,2,12,,44,7,1,9,8,C03,120.715425,24.118486,2
3341,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,12,臺中市,梧棲區,0,0,0,6,,,50,,,,,,,,,,,,,,,12,,,,,B12,,,1,,2,,,12,,1,4,,B12,120.534541,24.247776,3
3342,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,12,臺中市,豐原區,0,0,0,6,,,30,,,,,,,,,,,,,,,23,,,,,F03,,,8,,2,,,23,,1,20,,F03,120.75101,24.274608,3
3343,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,19,臺中市,北屯區,0,1,0,6,1,5,50,14,7,1,4,4,5,7,4,4,5,5,4,2,17,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,4,8,C03,120.680986,24.19034,2
3344,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,20,臺中市,潭子區,0,1,0,6,1,5,30,14,9,1,4,4,5,7,4,4,8,5,5,1,17,6,3,10,1,1,B03,7,15,1,8,2,8,,6,6,1,22,8,B03,120.711151,24.21192,2
3345,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,21,臺中市,東區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,13,16,3,10,1,1,A02,7,9,1,2,2,5,,16,16,1,22,8,A02,120.692527,24.151679,2
3346,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,23,臺中市,北區,0,0,0,6,,,50,,,,,,,,,,,,,,,8,,,,,C03,,,1,,1,,,8,,1,22,,C03,120.687286,24.155798,3
3347,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,25,臺中市,龍井區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,5,,B03,,,3
3348,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,34,臺中市,大里區,0,2,0,6,1,5,50,14,7,1,4,4,5,7,4,4,5,5,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.690806,24.111692,2
3349,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,35,臺中市,豐原區,0,0,0,6,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.726202,24.259436,3
3350,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,40,臺中市,神岡區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.683253,24.259421,3
3351,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,42,臺中市,北屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,26,3,10,1,1,B03,7,6,1,8,2,8,,26,26,1,21,8,B03,120.71513,24.16421,2
3352,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,42,臺中市,外埔區,0,1,0,7,1,5,40,11,9,1,5,4,5,2,4,4,9,5,5,1,16,10,3,10,1,1,B03,7,11,1,8,2,8,,10,10,1,9,3,B03,120.634999,24.33079,2
3353,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,43,臺中市,北屯區,0,1,0,6,1,5,40,14,7,1,4,4,5,7,4,4,3,4,4,2,16,19,3,10,1,1,B12,7,1,1,8,2,8,,19,19,1,22,8,B12,120.699959,24.160962,2
3354,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,48,臺中市,南區,0,1,0,6,1,5,50,14,7,1,4,4,5,7,4,4,1,4,4,2,13,16,3,10,1,1,C03,7,9,1,10,2,14,,16,16,1,21,8,C03,120.657087,24.133038,2
3355,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,49,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,A05,,,1,,1,,,17,,1,21,,A05,120.668301,24.201304,3
3356,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,50,臺中市,南區,0,1,0,7,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,9,1,8,2,8,,25,25,1,22,8,B03,120.670752,24.114803,2
3357,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,51,臺中市,石岡區,0,0,0,,,,70,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.773892,24.274787,3
3358,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,53,臺中市,南屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,1,,,,,B12,,,1,,9,,,1,,1,22,,B12,120.623231,24.148215,3
3359,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,57,臺中市,東區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,4,4,10,5,5,2,18,23,2,8,1,1,C03,7,9,1,10,2,14,,23,23,1,5,8,C03,120.697178,24.139603,2
3360,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,57,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,,1,22,,B03,120.646807,24.139796,3
3361,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,10,57,臺中市,北屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,4,4,10,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,15,,23,23,1,21,8,C03,120.702034,24.169022,2
3362,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,0,臺中市,大里區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,17,26,3,10,1,1,B12,7,5,1,8,2,8,,26,26,1,22,9,B12,120.666465,24.09388,2
3363,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,1,臺中市,西區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,,1,21,,B03,120.666524,24.132893,3
3364,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,1,臺中市,南屯區,0,1,0,7,1,5,50,14,9,1,5,4,5,7,4,4,4,3,5,2,13,23,2,8,1,1,C03,7,9,1,10,2,11,12,23,23,1,22,8,C03,120.653153,24.13817,2
3365,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,1,臺中市,西屯區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,18,42,2,8,3,4,C03,7,9,1,10,2,14,,42,42,1,22,8,C03,120.621069,24.183847,2
3366,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,5,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,1,,,16,,1,22,,C03,120.705324,24.2499,3
3367,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,6,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.713848,24.099098,3
3368,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,7,臺中市,北屯區,0,1,0,6,1,5,30,3,1,1,4,4,5,7,1,1,10,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,22,8,C03,120.738345,24.176285,2
3369,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,8,臺中市,霧峰區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,16,6,3,10,3,4,B03,7,6,1,8,2,2,,6,6,1,21,8,B03,120.697693,24.065367,2
3370,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,10,臺中市,北屯區,0,1,0,7,1,5,50,14,9,1,4,4,5,7,4,4,5,4,5,2,17,26,3,10,1,1,B03,7,11,1,8,2,15,,26,26,1,21,8,B03,120.719632,24.179763,2
3371,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,13,臺中市,大甲區,0,1,0,8,1,5,30,3,2,1,5,4,5,7,4,4,1,4,4,1,16,6,3,10,1,1,B03,7,6,1,8,2,8,,6,6,1,4,5,B03,120.63403,24.360991,2
3372,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,15,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.68177,24.104386,3
3373,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,16,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,,,3
3374,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,16,臺中市,北屯區,0,1,0,6,1,5,50,3,1,1,4,4,5,7,4,4,5,5,5,2,16,6,3,10,1,1,B11,7,5,1,8,2,8,,6,6,1,22,8,B11,120.695332,24.161111,2
3375,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,16,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,17,,1,22,,B12,120.691173,24.081087,3
3376,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,18,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,4,,B03,120.704804,24.130636,3
3377,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,20,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.624546,24.346309,3
3378,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,21,臺中市,南屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,2,1,10,5,5,2,13,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.636912,24.153447,2
3379,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,22,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.653418,24.138063,3
3380,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,23,臺中市,大甲區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,5,4,1,16,9,3,10,1,1,B03,7,6,1,8,2,5,,9,9,1,4,6,B03,120.634386,24.35698,2
3381,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,24,臺中市,北屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,2,,6,6,1,21,8,B03,120.689103,24.174131,2
3382,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,25,臺中市,清水區,0,0,0,,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,1,,,19,19,1,5,,B03,120.587529,24.291149,3
3383,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,26,臺中市,北區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,4,4,2,5,5,2,18,42,2,9,1,1,C03,7,12,1,10,2,15,,42,42,1,5,8,C03,120.693591,24.156623,2
3384,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,30,臺中市,潭子區,0,1,0,8,1,5,60,3,2,1,5,4,5,7,4,4,1,3,4,1,17,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,22,8,B03,120.705469,24.214641,2
3385,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,35,臺中市,北區,0,1,0,6,1,5,50,4,2,1,4,4,5,7,4,4,5,4,5,2,17,6,2,9,3,4,C03,7,9,1,10,2,14,,23,44,1,22,9,C03,120.682378,24.163945,2
3386,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,35,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,22,,B03,120.630456,24.154612,3
3387,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,39,臺中市,梧棲區,0,1,0,7,1,5,40,3,1,1,4,4,5,7,1,1,10,5,5,2,18,43,2,9,1,1,C03,7,6,1,10,2,15,,43,43,1,5,8,C03,120.547726,24.245631,2
3388,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,40,臺中市,潭子區,0,0,0,8,1,5,40,14,8,1,5,4,1,7,4,4,1,4,4,1,13,16,3,10,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.706437,24.22187,3
3389,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,40,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,5,,B03,,,3
3390,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,40,臺中市,西區,0,1,0,8,1,5,50,4,1,1,4,4,5,7,2,1,10,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,4,8,C03,120.653003,24.14497,2
3391,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,40,臺中市,霧峰區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,3,4,B03,7,5,1,8,2,2,,25,25,1,10,8,B03,120.699959,24.075669,2
3392,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,42,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,20,,B03,120.702346,24.159832,4
3393,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,42,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.655433,24.172396,3
3394,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,46,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B01,,,1,,2,,,44,23,1,10,,B01,120.671963,24.146148,3
3395,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,48,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B12,,,1,,2,,,7,,1,21,,B12,120.648797,24.226693,3
3396,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,48,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.672782,24.14838,3
3397,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,50,臺中市,西屯區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,17,42,2,9,1,1,C03,7,9,1,10,2,12,,42,42,1,21,8,C03,120.643695,24.181716,2
3398,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,51,臺中市,北區,0,0,0,6,,,50,,,,,,,,,,,,,,,12,,,,,B12,,,1,,1,,,12,,1,22,,B12,120.680663,24.15995,3
3399,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,51,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,19,3,10,1,1,B03,7,1,1,8,2,7,,19,19,1,22,8,B03,120.70295,24.15518,2
3400,66000,387130000C,(04)23274275,(04)23288582,2023,6,9,11,51,臺中市,大甲區,0,2,0,8,1,5,40,14,8,1,5,4,5,7,4,4,5,4,4,1,16,26,2,3,1,1,C03,7,1,1,10,2,11,,26,26,1,5,1,C03,120.638871,24.362285,2
